artist,title,venue,sido,sgg,start,end,n,type,conf,source,status
윤하,2024 윤하 연말 콘서트 <GROWTH THEORY> in 서울,KSPO DOME(올림픽체조경기장),서울,송파구,2024-11-15,2024-11-17,3,콘서트,A,https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D,수집
윤하,2024 윤하 연말 콘서트 <GROWTH THEORY> in 인천,송도컨벤시아 4홀,인천,연수구,2024-11-30,2024-11-30,1,콘서트,A,https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D,수집
윤하,2024 윤하 연말 콘서트 <GROWTH THEORY> in 대구,EXCO 동관 6홀,대구,북구,2024-12-14,2024-12-14,1,콘서트,A,https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D,수집
윤하,2024 윤하 연말 콘서트 <GROWTH THEORY> in 부산,BEXCO 제1전시장,부산,해운대구,2024-12-25,2024-12-25,1,콘서트,A,https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D,수집
윤하,2025 윤하 앵콜 콘서트 <GROWTH THEORY : Final Edition>,KSPO DOME(올림픽체조경기장),서울,송파구,2025-02-14,2025-02-16,3,콘서트,A,https://namu.wiki/w/GROWTH%20THEORY:%20Final%20Edition(%EC%BD%98%EC%84%9C%ED%8A%B8),수집
윤하,2026 윤하 소극장 콘서트 <빛나는 겨울>,이화여자대학교 삼성홀,서울,서대문구,2026-01-09,2026-02-01,12,콘서트,A,https://www.ytn.co.kr/_ln/0117_202511271020358406,수집
빅뱅,BIGBANG 2026-2027 WORLD TOUR < XX : COSMOS > IN GOYANG,고양종합운동장 주경기장,경기,고양시,2026-08-21,2026-08-23,3,콘서트,A,https://namu.wiki/w/BIGBANG%202026-2027%20WORLD%20TOUR%20%3C%20XX%20:%20COSMOS%20%3E,수집
리센느(RESCENE),청소년 자원봉사 페스티벌,여의도한강공원,서울,영등포구,2024-05-11,2024-05-11,1,페스티벌출연,B,https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
리센느(RESCENE),어린이 청소년 인권 페스티벌,보라매공원,서울,동작구,2024-05-31,2024-05-31,1,페스티벌출연,B,https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
리센느(RESCENE),거제 바다로 세계로,,경남,거제시,2024-07-27,2024-07-27,1,페스티벌출연,B,https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
리센느(RESCENE),삼성 라이온즈 경기 행사 출연,,대구,,2024-08-03,2024-08-03,1,기타,B,https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
리센느(RESCENE),계명대학교 가을연합대축제,계명대학교 성서캠퍼스,대구,달서구,2024-09-26,2024-09-26,1,페스티벌출연,B,https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
리센느(RESCENE),고려대학교 가을축제,고려대학교,서울,성북구,2024-10-10,2024-10-10,1,페스티벌출연,B,https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
리센느(RESCENE),2025 RESCENE 1st FAN-CON [Project 326],성신여자대학교 운정그린캠퍼스 대강당,서울,성북구,2025-08-09,2025-08-09,1,팬미팅,A,https://namu.wiki/w/Project%20326,수집
리센느(RESCENE),인천국제공항 SKY FESTIVAL,인천국제공항,인천,중구,2025-11-08,2025-11-08,1,페스티벌출연,B,https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
리센느(RESCENE),걸그루브 스페셜 콘서트,NOL 씨어터 합정,서울,마포구,2026-04-05,2026-04-05,1,콘서트,B,https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
리센느(RESCENE),ONE UNIVERSE FESTIVAL,,인천,,2026-07-25,2026-07-25,1,페스티벌출연,B,https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
엔믹스,NMIXX 2ND FAN CONCERT [NMIXX CHANGE UP : MIXX LAB],장충체육관,서울,중구,2024-10-04,2024-10-06,3,팬미팅,A,https://namu.wiki/w/NMIXX%20CHANGE%20UP%20:%20MIXX%20LAB,수집
엔믹스,NMIXX 1ST FAN MEETING [NSWER VACATION],고려대학교 화정체육관,서울,성북구,2025-07-12,2025-07-12,1,팬미팅,A,https://namu.wiki/w/NSWER%20VACATION,수집
엔믹스,NMIXX 1ST WORLD TOUR [EPISODE 1: ZERO FRONTIER] IN INCHEON,인스파이어 아레나,인천,중구,2025-11-29,2025-11-30,2,콘서트,A,https://namu.wiki/w/EPISODE%201:%20ZERO%20FRONTIER,수집
QWER,남서울대학교 대학축제,남서울대학교,충남,천안시,2024-04-24,2024-04-24,1,페스티벌출연,B,https://namu.wiki/w/QWER/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
QWER,경기과학기술대학교 대학축제,경기과학기술대학교,경기,시흥시,2024-05-07,2024-05-07,1,페스티벌출연,B,https://namu.wiki/w/QWER/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
QWER,대림대학교 대학축제,대림대학교,경기,안양시,2024-05-10,2024-05-10,1,페스티벌출연,B,https://namu.wiki/w/QWER/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
QWER,구미대학교 대학축제,구미대학교,경북,구미시,2024-05-13,2024-05-13,1,페스티벌출연,B,https://namu.wiki/w/QWER/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
QWER,경북대학교 대학축제,경북대학교,대구,북구,2024-05-22,2024-05-22,1,페스티벌출연,B,https://namu.wiki/w/QWER/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
QWER,건국대학교 대학축제,건국대학교,서울,광진구,2024-05-23,2024-05-23,1,페스티벌출연,B,https://namu.wiki/w/QWER/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
QWER,영남대학교 대학축제,영남대학교,경북,경산시,2024-05-24,2024-05-24,1,페스티벌출연,B,https://namu.wiki/w/QWER/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
QWER,고려대학교 대학축제,고려대학교,서울,성북구,2024-05-25,2024-05-25,1,페스티벌출연,B,https://namu.wiki/w/QWER/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
QWER,조선대학교 대학축제,조선대학교,광주,동구,2024-05-27,2024-05-27,1,페스티벌출연,B,https://namu.wiki/w/QWER/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
QWER,"QWER The 1st Fan Concert [1, 2, QWER!]",예스24 라이브홀,서울,광진구,2025-01-25,2025-01-26,2,팬미팅,A,https://m.ticket.yes24.com/Notice/Detail.aspx?bid=15338,수집
QWER,QWER 1st WORLD TOUR [ROCKATION] IN SEOUL,티켓링크 라이브 아레나,서울,,2025-10-03,2025-10-05,3,콘서트,A,https://namu.wiki/w/ROCKATION,수집
QWER,QWER [ROCKATION] 앵콜 홈커밍 콘서트 IN SEOUL,티켓링크 라이브 아레나,서울,,2026-03-20,2026-03-22,3,콘서트,B,https://namu.wiki/w/ROCKATION,수집
QWER,QWER 2nd TOUR [ROCKATION : ROCKET LAUNCH!!] IN SEOUL,고려대학교 화정체육관,서울,성북구,2026-09-12,2026-09-13,2,콘서트,A,https://www.starnewskorea.com/music/2026/08/13/2026081308161998304,수집
BTOB,2024 BTOB FAN-CON [OUR DREAM],SK올림픽핸드볼경기장,서울,송파구,2024-03-22,2024-03-24,3,팬미팅,A,https://www.xportsnews.com/article/1828983,수집
BTOB,2024 BTOB CONCERT [BE ALRIGHT],잠실학생체육관,서울,송파구,2024-12-27,2024-12-29,3,콘서트,A,https://m.kookminnews.com/92997,수집
BTOB,"2025 BTOB FAN-CON [3,2,1 GO! MELympic]",올림픽공원 올림픽홀,서울,송파구,2025-03-21,2025-03-23,3,팬미팅,A,https://www.starnewskorea.com/stview.php?no=2025022008203524533,수집
BTOB,SBS 메가콘서트,인천아시아드주경기장,인천,서구,2025-05-31,2025-05-31,1,페스티벌출연,B,https://www.concertarchives.org/bands/btob,수집
BTOB,2026 조이플콘서트,광화문광장,서울,종로구,2026-04-04,2026-04-04,1,페스티벌출연,B,https://www.concertarchives.org/bands/btob,수집
김호중,트바로티 클래식 아레나 투어 2024 in 광주,,광주,,2024-04-20,2024-04-21,2,콘서트,A,https://www.spotvnews.co.kr/news/articleView.html?idxno=667735,수집
김호중,트바로티 클래식 아레나 투어 2024 in 태백,,강원,태백시,2024-04-27,2024-04-28,2,콘서트,A,https://www.spotvnews.co.kr/news/articleView.html?idxno=667735,수집
김호중,트바로티 클래식 아레나 투어 2024 in 울산,,울산,,2024-05-04,2024-05-05,2,콘서트,A,https://www.spotvnews.co.kr/news/articleView.html?idxno=667735,수집
김호중,트바로티 클래식 아레나 투어 2024 in 고양,,경기,고양시,2024-05-11,2024-05-12,2,콘서트,A,https://www.seoul.co.kr/news/society/accident/2024/05/15/20240515500010,수집
김호중,트바로티 클래식 아레나 투어 2024 in 창원,,경남,창원시,2024-05-18,2024-05-19,2,콘서트,B,https://tvreport.co.kr/breaking/article/811109/,수집
김재중,20TH ANNIVERSARY 2024 KIM JAE JOONG ASIA TOUR CONCERT [FLOWER GARDEN] in SEOUL,장충체육관,서울,중구,2024-07-20,2024-07-21,2,콘서트,A,https://www.xportsnews.com/article/1869959,수집
김재중,2025 KIM JAE JOONG ASIA TOUR CONCERT [Beauty in Chaos] IN SEOUL,장충체육관,서울,중구,2025-05-24,2025-05-25,2,콘서트,A,https://sports.khan.co.kr/article/202504160023003,수집
김재중,2026 KIM JAE JOONG CONCERT [THE WAVE] IN SEOUL,KBS아레나,서울,강서구,2026-08-29,2026-08-30,2,콘서트,A,https://www.munhwa.com/article/11601408,수집
IVE,2024 IVE 2nd FANMEETING <MAGAZINE IVE>,올림픽공원 SK핸드볼경기장,서울,송파구,2024-03-09,2024-03-10,2,팬미팅,A,https://namu.wiki/w/MAGAZINE%20IVE,수집
IVE,IVE THE 1ST WORLD TOUR <SHOW WHAT I HAVE> ENCORE in SEOUL,KSPO DOME,서울,송파구,2024-08-10,2024-08-11,2,콘서트,A,https://en.wikipedia.org/wiki/Show_What_I_Have_World_Tour,수집
IVE,2025 IVE THE 3RD FAN CONCERT <IVE SCOUT>,KSPO DOME,서울,송파구,2025-04-05,2025-04-06,2,팬미팅,A,https://namu.wiki/w/IVE%20SCOUT,수집
IVE,IVE THE 2ND WORLD TOUR <SHOW WHAT I AM> in SEOUL,KSPO DOME,서울,송파구,2025-10-31,2025-11-02,3,콘서트,A,https://namu.wiki/w/SHOW%20WHAT%20I%20AM,수집
IVE,2026 IVE THE 4TH FAN CONCERT <DIVE into IVE>,인스파이어 아레나,인천,중구,2026-03-21,2026-03-22,2,팬미팅,A,https://namu.wiki/w/DIVE%20into%20IVE,수집
ITZY,ITZY 2ND WORLD TOUR <BORN TO BE> in SEOUL,잠실실내체육관,서울,송파구,2024-02-24,2024-02-25,2,콘서트,A,https://en.wikipedia.org/wiki/List_of_Itzy_concert_tours,수집
ITZY,ITZY 3rd FANMEETING <믿지의 세포들>,올림픽홀,서울,송파구,2024-11-02,2024-11-02,1,팬미팅,B,https://namu.wiki/w/ITZY/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
ITZY,"ITZY The 4th Fan Meeting 있지 믿지, 날자! ""ON AIR""",KBS아레나,서울,강서구,2025-09-20,2025-09-20,1,팬미팅,A,"https://namu.wiki/w/%EC%9E%88%EC%A7%80%20%EB%AF%BF%EC%A7%80,%20%EB%82%A0%EC%9E%90!%20%22ON%20AIR%22",수집
ITZY,ITZY 3RD WORLD TOUR <TUNNEL VISION> in SEOUL,잠실실내체육관,서울,송파구,2026-02-13,2026-02-15,3,콘서트,A,https://en.wikipedia.org/wiki/List_of_Itzy_concert_tours,수집
ITZY,"ITZY FANMEETING <ALL IN, MIDZY>",올림픽홀,서울,송파구,2026-08-08,2026-08-09,2,팬미팅,B,https://namu.wiki/w/ITZY/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
지코,ZICO LIVE : JOIN THE PARADE,올림픽홀,서울,송파구,2024-11-23,2024-11-24,2,콘서트,A,https://www.starnewskorea.com/music/2024/10/15/2024101513065475944,수집
지코,2025 ZICO FANMEETING <COMvenience>,블루스퀘어 SOL트래블홀,서울,용산구,2025-07-05,2025-07-06,2,팬미팅,A,https://www.mksports.co.kr/news/entertain/11337706,수집
오마이걸,2025 OH MY GIRL CONCERT [Milky Way],올림픽홀,서울,송파구,2025-04-19,2025-04-20,2,콘서트,A,https://namu.wiki/w/Milky%20Way(%EA%B3%B5%EC%97%B0),수집
여자친구,2025 GFRIEND 10th Anniversary Concert <Season of Memories>,올림픽홀,서울,송파구,2025-01-17,2025-01-19,3,콘서트,A,https://en.wikipedia.org/wiki/GFriend,수집
프로미스나인,2024 fromis_9 CONCERT <FROM NOW.>,장충체육관,서울,중구,2024-01-27,2024-01-28,2,콘서트,A,https://namu.wiki/w/FROM%20NOW.,수집
프로미스나인,2025-26 fromis_9 WORLD TOUR <NOW TOMORROW.> in SEOUL,장충체육관,서울,중구,2025-08-08,2025-08-10,3,콘서트,A,https://namu.wiki/w/NOW%20TOMORROW.,수집
프로미스나인,2025-26 fromis_9 WORLD TOUR ENCORE <NOW TOMORROW.>,고려대학교 화정체육관,서울,성북구,2026-01-30,2026-02-01,3,콘서트,A,https://namu.wiki/w/NOW%20TOMORROW.,수집
프로미스나인,2026 fromis_9 ASIA TOUR <TOMORROW GLOW.> in SEOUL,고려대학교 화정체육관,서울,성북구,2026-09-04,2026-09-06,3,콘서트,A,https://namu.wiki/w/TOMORROW%20GLOW.,수집
Hearts2Hearts,Hearts2Hearts 데뷔 쇼케이스 <Chase Our Hearts>,예스24 라이브홀,서울,광진구,2025-02-24,2025-02-24,1,기타,A,https://en.wikipedia.org/wiki/Hearts2Hearts,수집
Hearts2Hearts,KBS 서울 스프링 페스타,서울월드컵경기장,서울,마포구,2025-04-30,2025-04-30,1,페스티벌출연,A,https://en.wikipedia.org/wiki/Hearts2Hearts,수집
Hearts2Hearts,2025 부산원아시아페스티벌(BOF),벡스코,부산,해운대구,2025-06-11,2025-06-11,1,페스티벌출연,A,https://en.wikipedia.org/wiki/Hearts2Hearts,수집
Hearts2Hearts,KB 조이 올팍 페스티벌,올림픽공원,서울,송파구,2025-09-21,2025-09-21,1,페스티벌출연,A,https://en.wikipedia.org/wiki/Hearts2Hearts,수집
Hearts2Hearts,2025 APEC 뮤직 페스타,경주시민운동장,경북,경주시,2025-10-10,2025-10-10,1,페스티벌출연,A,https://www.gukjenews.com/news/articleView.html?idxno=3397001,수집
Hearts2Hearts,Focus 발매 쇼케이스,블루스퀘어 SOL트래블홀,서울,용산구,2025-10-20,2025-10-20,1,기타,A,https://en.wikipedia.org/wiki/Hearts2Hearts,수집
Hearts2Hearts,Hearts2Hearts FANMEETING <HEARTS 2 HOUSE>,올림픽홀,서울,송파구,2026-02-21,2026-02-22,2,팬미팅,A,https://en.wikipedia.org/wiki/Hearts2Hearts,수집
A-pink,2024 Apink 7th Concert <PINK CHRISTMAS>,KBS아레나,서울,강서구,2024-12-21,2024-12-22,2,콘서트,A,https://www.xportsnews.com/article/1929838,수집
A-pink,2026 Apink 8th Concert <The Origin : APINK>,장충체육관,서울,중구,2026-02-21,2026-02-22,2,콘서트,A,https://www.xportsnews.com/article/2103436,수집
최예나,2025 YENA 1ST CONCERT <네모로부터 시작하는 이세계! 여행>,연세대학교 대강당,서울,서대문구,2025-01-25,2025-01-26,2,콘서트,A,https://namu.wiki/w/%EB%84%A4%EB%AA%A8%EB%A1%9C%EB%B6%80%ED%84%B0%20%EC%8B%9C%EC%9E%91%ED%95%98%EB%8A%94%20%EC%9D%B4%EC%84%B8%EA%B3%84!%20%EC%97%AC%ED%96%89,수집
최예나,2025 APEC 뮤직 페스타,경주시민운동장,경북,경주시,2025-10-10,2025-10-10,1,페스티벌출연,A,https://www.gukjenews.com/news/articleView.html?idxno=3397001,수집
최예나,"2026 YENA LIVE TOUR <잡힐 듯 말 듯 한, 2세계!> In Seoul",블루스퀘어 우리WON뱅킹홀,서울,용산구,2026-04-04,2026-04-05,2,콘서트,A,"https://namu.wiki/w/%EC%9E%A1%ED%9E%90%20%EB%93%AF%20%EB%A7%90%20%EB%93%AF%20%ED%95%9C,%202%EC%84%B8%EA%B3%84!",수집
최예나,"2026 YENA ENCORE LIVE <네모로부터 시작된, 잡힐 듯 말 듯 한 이세계 : 극장판>",장충체육관,서울,중구,2026-08-22,2026-08-23,2,콘서트,A,https://www.starnewskorea.com/music/2026/06/16/2026061615014254811,수집
샤이니,SHINee WORLD VI [PERFECT ILLUMINATION] 앙코르,잠실실내체육관,서울,송파구,2024-05-24,2024-05-26,3,콘서트,A,https://ko.wikipedia.org/wiki/SHINee_WORLD_VI_-_PERFECT_ILLUMINATION,수집
샤이니,SHINee WORLD Ⅶ [E.S.S.A.Y],올림픽공원 KSPO DOME,서울,송파구,2025-05-23,2025-05-25,3,콘서트,A,https://www.mt.co.kr/stock/2025/03/10/2025031010140356178,수집
마마무,MAMAMOO 2026 WORLD TOUR [4WARD] in SEOUL,올림픽공원 올림픽홀,서울,송파구,2026-06-19,2026-06-21,3,콘서트,A,https://www.munhwa.com/article/11588194,수집
STAYC,2025 STAYC TOUR [STAY TUNED] in SEOUL,올림픽공원 올림픽홀,서울,송파구,2025-04-12,2025-04-13,2,콘서트,A,https://namu.wiki/w/STAY%20TUNED(%EC%BD%98%EC%84%9C%ED%8A%B8),수집
STAYC,2026 STAYC FAN-CON TOUR [STAY CLOSER] in SEOUL,블루스퀘어 우리WON뱅킹홀,서울,용산구,2026-08-22,2026-08-23,2,팬미팅,A,https://www.highup-ent.com/en/stayc-announces-stay-closer-fan-con-tour-kicking-off-in-seoul-before-heading-to-global-cities/,수집
나훈아,2024 고마웠습니다 - 라스트 콘서트 (대전),,대전,,2024-10-12,2024-10-12,1,콘서트,A,https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146,수집
나훈아,2024 고마웠습니다 - 라스트 콘서트 (강릉),,강원,강릉시,2024-10-26,2024-10-26,1,콘서트,A,https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146,수집
나훈아,2024 고마웠습니다 - 라스트 콘서트 (안동),,경북,안동시,2024-11-02,2024-11-02,1,콘서트,A,https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146,수집
나훈아,2024 고마웠습니다 - 라스트 콘서트 (진주),,경남,진주시,2024-11-16,2024-11-16,1,콘서트,A,https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146,수집
나훈아,2024 고마웠습니다 - 라스트 콘서트 (광주),,광주,,2024-11-23,2024-11-23,1,콘서트,A,https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146,수집
나훈아,2024 고마웠습니다 - 라스트 콘서트 (대구),,대구,,2024-12-07,2024-12-08,2,콘서트,A,https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146,수집
나훈아,2024 고마웠습니다 - 라스트 콘서트 (부산),,부산,,2024-12-14,2024-12-15,2,콘서트,A,https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146,수집
나훈아,2024 고마웠습니다 - 라스트 콘서트 (서울),올림픽공원 KSPO DOME,서울,송파구,2025-01-10,2025-01-12,3,콘서트,A,https://v.daum.net/v/20241004112204394,수집
츄,이세계 페스티벌 2025,고척 스카이돔,서울,구로구,2025-05-16,2025-05-16,1,페스티벌출연,B,https://namu.wiki/w/%EC%B8%84(%EA%B0%80%EC%88%98)/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC,수집
츄,CHUU 2ND TINY-CON '첫 눈이 오면 그때 거기서 만나',신한카드 SOL페이 스퀘어 라이브홀,서울,마포구,2025-12-13,2025-12-14,2,팬미팅,A,https://sports.khan.co.kr/article/202511111657003,수집
볼빨간사춘기,볼빨간사춘기 단독 콘서트 'Merry Go Round' After Party,노들섬 라이브하우스,서울,용산구,2024-02-03,2024-02-04,2,콘서트,A,https://nodeul.org/program/%EB%B3%BC%EB%B9%A8%EA%B0%84%EC%82%AC%EC%B6%98%EA%B8%B0-%EB%8B%A8%EB%8F%85-%EC%BD%98%EC%84%9C%ED%8A%B8/,수집
볼빨간사춘기,볼빨간사춘기 아시아 투어 'Bloom' in SEOUL,장충체육관,서울,중구,2024-11-30,2024-12-01,2,콘서트,A,https://enter.etoday.co.kr/news/view/267257,수집
볼빨간사춘기,볼빨간사춘기 단독 콘서트 'Bloom' After Party,신한카드 SOL페이 스퀘어 라이브홀,서울,마포구,2024-12-24,2024-12-25,2,콘서트,A,https://www.luck-d.com/ticket/298,수집
볼빨간사춘기,볼빨간사춘기 첫 팬미팅 [Wild and Free],명화라이브홀,서울,영등포구,2025-11-15,2025-11-16,2,팬미팅,A,https://nol.yanolja.com/ticket/products/25015843,수집
sg워너비,2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (서울),올림픽공원 KSPO DOME,서울,송파구,2024-03-22,2024-03-24,3,콘서트,A,https://sports.khan.co.kr/article/202402052211003,수집
sg워너비,2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (대구),대구 엑스포 동관,대구,북구,2024-04-06,2024-04-06,1,콘서트,A,https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D,수집
sg워너비,2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (전주),한국소리문화의전당,전북,전주시,2024-04-27,2024-04-27,1,콘서트,A,https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D,수집
sg워너비,2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (인천),송도 컨벤시아,인천,연수구,2024-05-04,2024-05-04,1,콘서트,A,https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D,수집
sg워너비,2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (광주),광주여자대학교 시립유니버시아드체육관,광주,광산구,2024-05-25,2024-05-25,1,콘서트,A,https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D,수집
sg워너비,2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (대전),대전컨벤션센터,대전,유성구,2024-06-01,2024-06-01,1,콘서트,A,https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D,수집
sg워너비,2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (부산),벡스코,부산,해운대구,2024-06-15,2024-06-15,1,콘서트,A,https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D,수집
sg워너비,2024 SG워너비 20주년 기념 콘서트 '우리의 노래' 앵콜 (서울),올림픽공원 KSPO DOME,서울,송파구,2024-07-20,2024-07-21,2,콘서트,A,https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D,수집
10CM,2025 10CM 단독공연 〈5.0〉,올림픽공원 핸드볼경기장,서울,송파구,2025-08-09,2025-08-10,2,콘서트,A,https://nol.yanolja.com/ticket/products/25008553,수집
10CM,2026 10CM Asia Tour 〈To 10CM: Chapter 1〉 in SEOUL,블루스퀘어 SOL트래블홀,서울,용산구,2026-01-30,2026-02-08,7,콘서트,A,https://www.asiaartistawards.com/news/detail/163290/all,수집
10CM,2026 10CM Asia Tour 〈To 10CM: Chapter 1〉 in BUSAN,벡스코 오디토리움,부산,해운대구,2026-02-14,2026-02-15,2,콘서트,A,https://www.mcst.go.kr/site/s_culture/culture/cultureView.jsp?pSeq=64990,수집
10CM,2026 10CM Asia Tour 〈To 10CM: Chapter 1〉 in DAEJEON,충남대학교 정심화국제문화회관 정심화홀,대전,유성구,2026-05-02,2026-05-03,2,콘서트,A,https://world.nol.com/en/ticket/places/26000100/products/26001763,수집
CNBLUE,2024 CNBLUE LIVE [VOYAGE into X],올림픽공원 핸드볼경기장,서울,송파구,2024-09-21,2024-09-22,2,콘서트,A,https://www.xportsnews.com/article/1890059,수집
CNBLUE,2025 어썸스테이지 [CNBLUE] - 서울,KBS아레나,서울,강서구,2025-11-09,2025-11-09,1,콘서트,A,https://world.nol.com/en/ticket/places/25001299/products/25014567,수집
CNBLUE,서울재즈페스티벌 2026,올림픽공원,서울,송파구,2026-05-22,2026-05-22,1,페스티벌출연,B,https://www.concertarchives.org/bands/cnblue,수집
CNBLUE,사운드베리 페스타 '26,킨텍스 제9홀,경기,고양시,2026-07-18,2026-07-18,1,페스티벌출연,B,https://www.concertarchives.org/bands/cnblue,수집
CNBLUE,사운드플래닛 페스티벌 2026,파라다이스시티 컬처파크,인천,중구,2026-09-05,2026-09-05,1,페스티벌출연,B,https://www.concertarchives.org/bands/cnblue,수집
로이킴,"[설레는 그날] #2 로이킴, 박창근, 범진",경희대학교 서울캠퍼스 평화의전당,서울,동대문구,2024-02-11,2024-02-11,1,기타,A,https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT,수집
로이킴,2024 어썸스테이지 [로이킴 x 멜로망스] - 부산,BEXCO 오디토리움,부산,해운대구,2024-02-25,2024-02-25,1,기타,A,https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT,수집
로이킴,2024 Soundberry Theater,KBS아레나,서울,강서구,2024-03-16,2024-03-17,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT,수집
로이킴,제17회 봄 고아웃캠프 - 고성,강원특별자치도 세계잼버리수련장,강원,고성군,2024-04-19,2024-04-20,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT,수집
로이킴,Beautiful Mint Life 2024,올림픽공원,서울,송파구,2024-05-11,2024-05-12,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT,수집
로이킴,2024 천안 K-컬처박람회 <SBS 특집 두시탈출 컬투쇼 슈퍼콘서트>,독립기념관 겨레의 큰마당 주무대,충남,천안시,2024-05-25,2024-05-25,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT,수집
